Customer_ID,Order_ID,Order_Date,Product_Category,Product_Sub_Category,Quantity,Price,Discount,Customer_Location,Revenue,Order_Day,Order_Month,Order_Year,Order_Month_Period,Segment
CUST_014197,ORD_00104812,2023-01-05,Electronics,Tablets,1,694.07,0.0,SC,694.07,Thursday,January,2023,2023-01,Diamond
CUST_011361,ORD_00104720,2023-01-05,Electronics,Tablets,1,253.74,0.0,AZ,253.74,Thursday,January,2023,2023-01,Silver
CUST_013358,ORD_00103988,2023-01-05,Home & Garden,Kitchen Appliances,5,610.83,0.0,IN,3054.15,Thursday,January,2023,2023-01,Diamond
CUST_011079,ORD_00104397,2023-01-05,Electronics,Headphones,2,836.92,0.0,GA,1673.84,Thursday,January,2023,2023-01,Gold
CUST_014710,ORD_00100866,2023-01-05,Home & Garden,Kitchen Appliances,2,352.35,0.0,NY,704.7,Thursday,January,2023,2023-01,Gold
CUST_013508,ORD_00104696,2023-01-06,Clothing,Jeans,1,222.19,0.0,AZ,222.19,Friday,January,2023,2023-01,Silver
CUST_012294,ORD_00103525,2023-01-06,Electronics,Smartphones,4,1078.15,0.0,CO,4312.6,Friday,January,2023,2023-01,Diamond
CUST_013331,ORD_00102230,2023-01-06,Home & Garden,Storage,2,425.3,0.0,MO,850.6,Friday,January,2023,2023-01,Gold
CUST_013066,ORD_00102305,2023-01-06,Books,Non-Fiction,1,11.25,0.0,TN,11.25,Friday,January,2023,2023-01,Silver
CUST_010750,ORD_00100470,2023-01-06,Home & Garden,Gardening Tools,1,452.26,0.0,NC,452.26,Friday,January,2023,2023-01,Gold
CUST_013418,ORD_00102421,2023-01-06,Books,Fiction,1,10.24,0.34,KY,6.7584,Friday,January,2023,2023-01,Gold
CUST_011609,ORD_00103304,2023-01-06,Sports,Water Sports,6,171.47,0.27,MN,751.0386,Friday,January,2023,2023-01,Gold
CUST_010373,ORD_00101379,2023-01-06,Home & Garden,Bedding,3,68.52,0.0,MI,205.56,Friday,January,2023,2023-01,Gold
CUST_014336,ORD_00103082,2023-01-06,Home & Garden,Storage,1,401.38,0.19,CO,325.1178,Friday,January,2023,2023-01,Gold
CUST_014113,ORD_00104340,2023-01-06,Books,Magazines,1,50.02,0.0,CO,50.02,Friday,January,2023,2023-01,Gold
CUST_010841,ORD_00104775,2023-01-06,Electronics,Gaming Consoles,1,1895.22,0.35,MO,1231.893,Friday,January,2023,2023-01,Gold
CUST_011369,ORD_00103870,2023-01-07,Beauty,Personal Care,2,32.95,0.0,OK,65.9,Saturday,January,2023,2023-01,Silver
CUST_012577,ORD_00102557,2023-01-07,Sports,Fitness Equipment,1,324.62,0.1,NY,292.158,Saturday,January,2023,2023-01,Gold
CUST_012033,ORD_00100397,2023-01-07,Home & Garden,Gardening Tools,1,700.26,0.0,LA,700.26,Saturday,January,2023,2023-01,Gold
CUST_012473,ORD_00100967,2023-01-07,Home & Garden,Kitchen Appliances,3,647.89,0.0,NJ,1943.67,Saturday,January,2023,2023-01,Gold
CUST_013908,ORD_00100104,2023-01-07,Home & Garden,Home Decor,1,145.43,0.18,OR,119.2526,Saturday,January,2023,2023-01,Gold
CUST_014512,ORD_00103600,2023-01-07,Clothing,Womens Dresses,1,53.62,0.0,IL,53.62,Saturday,January,2023,2023-01,Gold
CUST_012002,ORD_00104485,2023-01-07,Beauty,Skincare,1,93.51,0.0,IL,93.51,Saturday,January,2023,2023-01,Silver
CUST_012496,ORD_00100479,2023-01-07,Books,Educational,1,46.38,0.11,OK,41.2782,Saturday,January,2023,2023-01,Silver
CUST_012379,ORD_00104400,2023-01-07,Home & Garden,Kitchen Appliances,3,221.45,0.1,NC,597.915,Saturday,January,2023,2023-01,Gold
CUST_011599,ORD_00102183,2023-01-07,Books,Fiction,1,30.98,0.0,MI,30.98,Saturday,January,2023,2023-01,Gold
CUST_010047,ORD_00104545,2023-01-08,Electronics,Headphones,2,188.5,0.0,NJ,377.0,Sunday,January,2023,2023-01,Silver
CUST_013993,ORD_00101787,2023-01-08,Clothing,Sportswear,5,120.87,0.0,TN,604.35,Sunday,January,2023,2023-01,Gold
CUST_013243,ORD_00101940,2023-01-08,Home & Garden,Kitchen Appliances,2,590.56,0.0,NC,1181.12,Sunday,January,2023,2023-01,Gold
CUST_011939,ORD_00104099,2023-01-08,Home & Garden,Gardening Tools,2,71.4,0.17,OH,118.524,Sunday,January,2023,2023-01,Silver
CUST_011895,ORD_00100917,2023-01-08,Sports,Team Sports,4,336.83,0.0,CT,1347.32,Sunday,January,2023,2023-01,Gold
CUST_013978,ORD_00103425,2023-01-08,Electronics,Smartphones,1,1866.41,0.0,CO,1866.41,Sunday,January,2023,2023-01,Gold
CUST_014027,ORD_00102730,2023-01-08,Home & Garden,Storage,4,208.49,0.0,CT,833.96,Sunday,January,2023,2023-01,Gold
CUST_014258,ORD_00100847,2023-01-08,Books,Magazines,1,11.54,0.0,KY,11.54,Sunday,January,2023,2023-01,Silver
CUST_013592,ORD_00100925,2023-01-09,Clothing,Mens Shirts,1,247.54,0.0,TN,247.54,Monday,January,2023,2023-01,Silver
CUST_014595,ORD_00101907,2023-01-09,Clothing,Mens Shirts,1,179.63,0.0,IL,179.63,Monday,January,2023,2023-01,Gold
CUST_011468,ORD_00103596,2023-01-09,Beauty,Makeup,2,34.7,0.0,VA,69.4,Monday,January,2023,2023-01,Gold
CUST_013556,ORD_00104451,2023-01-09,Home & Garden,Furniture,3,609.24,0.0,IN,1827.72,Monday,January,2023,2023-01,Gold
CUST_012004,ORD_00104972,2023-01-09,Sports,Water Sports,1,145.41,0.0,OH,145.41,Monday,January,2023,2023-01,Gold
CUST_011754,ORD_00103994,2023-01-09,Home & Garden,Kitchen Appliances,3,674.13,0.0,OH,2022.39,Monday,January,2023,2023-01,Gold
CUST_013022,ORD_00101551,2023-01-09,Sports,Winter Sports,5,231.16,0.0,PA,1155.8,Monday,January,2023,2023-01,Gold
CUST_010595,ORD_00100056,2023-01-10,Books,Comics,5,50.02,0.5,FL,125.05,Tuesday,January,2023,2023-01,Silver
CUST_014982,ORD_00104497,2023-01-10,Beauty,Fragrances,1,82.09,0.0,NJ,82.09,Tuesday,January,2023,2023-01,Silver
CUST_012123,ORD_00101766,2023-01-10,Beauty,Personal Care,1,51.91,0.15,PA,44.1235,Tuesday,January,2023,2023-01,Silver
CUST_011498,ORD_00103553,2023-01-10,Sports,Fitness Equipment,1,141.25,0.0,NJ,141.25,Tuesday,January,2023,2023-01,Silver
CUST_013239,ORD_00101713,2023-01-10,Sports,Water Sports,2,321.69,0.0,OR,643.38,Tuesday,January,2023,2023-01,Gold
CUST_011002,ORD_00101976,2023-01-10,Home & Garden,Storage,7,125.66,0.0,NJ,879.62,Tuesday,January,2023,2023-01,Gold
CUST_013935,ORD_00104151,2023-01-10,Clothing,Womens Dresses,3,76.23,0.0,OR,228.69,Tuesday,January,2023,2023-01,Silver
CUST_012504,ORD_00101593,2023-01-10,Books,Magazines,1,26.4,0.1,AZ,23.76,Tuesday,January,2023,2023-01,Gold
CUST_011916,ORD_00103782,2023-01-10,Clothing,Mens Shirts,2,269.82,0.0,WA,539.64,Tuesday,January,2023,2023-01,Gold
CUST_010307,ORD_00100390,2023-01-10,Home & Garden,Bedding,3,443.33,0.0,UT,1329.99,Tuesday,January,2023,2023-01,Diamond
CUST_014595,ORD_00100066,2023-01-10,Electronics,Smartphones,1,708.35,0.42,PA,410.843,Tuesday,January,2023,2023-01,Gold
CUST_011362,ORD_00103817,2023-01-11,Home & Garden,Bedding,3,54.2,0.0,LA,162.6,Wednesday,January,2023,2023-01,Gold
CUST_014554,ORD_00100129,2023-01-11,Sports,Outdoor Gear,2,71.16,0.0,AL,142.32,Wednesday,January,2023,2023-01,Gold
CUST_010392,ORD_00101989,2023-01-11,Clothing,Mens Shirts,1,136.44,0.47,AL,72.3132,Wednesday,January,2023,2023-01,Gold
CUST_014038,ORD_00101773,2023-01-11,Books,Magazines,1,33.2,0.0,AL,33.2,Wednesday,January,2023,2023-01,Silver
CUST_011388,ORD_00102279,2023-01-11,Clothing,Sportswear,6,299.13,0.0,FL,1794.78,Wednesday,January,2023,2023-01,Gold
CUST_013191,ORD_00102069,2023-01-12,Sports,Team Sports,3,289.37,0.0,CO,868.11,Thursday,January,2023,2023-01,Gold
CUST_010410,ORD_00102744,2023-01-12,Home & Garden,Furniture,2,733.78,0.0,WA,1467.56,Thursday,January,2023,2023-01,Diamond
CUST_011740,ORD_00101055,2023-01-12,Beauty,Makeup,1,38.28,0.0,NC,38.28,Thursday,January,2023,2023-01,Silver
CUST_014218,ORD_00104982,2023-01-12,Sports,Cycling,2,293.59,0.0,MA,587.18,Thursday,January,2023,2023-01,Gold
CUST_011360,ORD_00102891,2023-01-12,Electronics,Laptops,2,259.53,0.13,TX,451.5822,Thursday,January,2023,2023-01,Gold
CUST_012851,ORD_00103583,2023-01-12,Electronics,Headphones,4,943.59,0.0,WA,3774.36,Thursday,January,2023,2023-01,Diamond
CUST_013057,ORD_00100797,2023-01-12,Sports,Winter Sports,3,299.73,0.0,TX,899.19,Thursday,January,2023,2023-01,Gold
CUST_013201,ORD_00102805,2023-01-12,Home & Garden,Furniture,1,543.2,0.0,CA,543.2,Thursday,January,2023,2023-01,Gold
CUST_010997,ORD_00103486,2023-01-12,Sports,Fitness Equipment,1,221.34,0.08,WA,203.6328,Thursday,January,2023,2023-01,Silver
CUST_013648,ORD_00104881,2023-01-13,Books,Non-Fiction,7,57.27,0.0,GA,400.89,Friday,January,2023,2023-01,Silver
CUST_011125,ORD_00101842,2023-01-13,Sports,Fitness Equipment,3,293.75,0.0,CA,881.25,Friday,January,2023,2023-01,Gold
CUST_010069,ORD_00100883,2023-01-13,Beauty,Makeup,3,76.64,0.0,NY,229.92,Friday,January,2023,2023-01,Silver
CUST_013654,ORD_00102677,2023-01-13,Beauty,Beauty Tools,2,66.79,0.0,MD,133.58,Friday,January,2023,2023-01,Silver
CUST_014981,ORD_00102135,2023-01-13,Electronics,Tablets,2,1911.4,0.0,NJ,3822.8,Friday,January,2023,2023-01,Diamond
CUST_014613,ORD_00104029,2023-01-13,Electronics,Headphones,2,1126.07,0.0,MA,2252.14,Friday,January,2023,2023-01,Gold
CUST_013891,ORD_00104023,2023-01-13,Clothing,Accessories,3,23.88,0.0,SC,71.64,Friday,January,2023,2023-01,Silver
CUST_013370,ORD_00100449,2023-01-13,Electronics,Smart Watches,1,216.74,0.13,MI,188.5638,Friday,January,2023,2023-01,Silver
CUST_013759,ORD_00102026,2023-01-14,Home & Garden,Home Decor,4,453.83,0.18,LA,1488.5624,Saturday,January,2023,2023-01,Diamond
CUST_011217,ORD_00103707,2023-01-14,Beauty,Skincare,2,86.08,0.0,WA,172.16,Saturday,January,2023,2023-01,Silver
CUST_014019,ORD_00102692,2023-01-14,Home & Garden,Storage,2,418.65,0.0,CO,837.3,Saturday,January,2023,2023-01,Gold
CUST_012326,ORD_00104780,2023-01-14,Sports,Team Sports,4,59.33,0.0,OK,237.32,Saturday,January,2023,2023-01,Silver
CUST_010902,ORD_00101843,2023-01-14,Beauty,Skincare,5,64.23,0.0,LA,321.15,Saturday,January,2023,2023-01,Silver
CUST_010581,ORD_00100954,2023-01-14,Clothing,Sportswear,1,57.43,0.0,CT,57.43,Saturday,January,2023,2023-01,Silver
CUST_014097,ORD_00101796,2023-01-14,Beauty,Makeup,2,91.1,0.0,OR,182.2,Saturday,January,2023,2023-01,Gold
CUST_010616,ORD_00103188,2023-01-15,Clothing,Sportswear,3,250.87,0.0,TN,752.61,Sunday,January,2023,2023-01,Gold
CUST_011526,ORD_00100394,2023-01-15,Beauty,Hair Care,2,142.62,0.14,LA,245.3064,Sunday,January,2023,2023-01,Gold
CUST_014503,ORD_00104199,2023-01-15,Electronics,Tablets,4,1915.83,0.0,WA,7663.32,Sunday,January,2023,2023-01,Diamond
CUST_011641,ORD_00102960,2023-01-15,Beauty,Fragrances,1,145.22,0.0,CO,145.22,Sunday,January,2023,2023-01,Silver
CUST_012105,ORD_00101127,2023-01-15,Beauty,Skincare,4,90.05,0.0,UT,360.2,Sunday,January,2023,2023-01,Gold
CUST_012593,ORD_00101924,2023-01-15,Clothing,Shoes,3,34.51,0.37,NJ,65.2239,Sunday,January,2023,2023-01,Silver
CUST_012287,ORD_00101203,2023-01-15,Beauty,Fragrances,1,40.5,0.09,NJ,36.855,Sunday,January,2023,2023-01,Silver
CUST_014660,ORD_00102608,2023-01-15,Clothing,Jeans,2,226.58,0.09,IL,412.3756,Sunday,January,2023,2023-01,Silver
CUST_011938,ORD_00103898,2023-01-15,Clothing,Shoes,6,61.89,0.19,TX,300.7854,Sunday,January,2023,2023-01,Silver
CUST_014726,ORD_00101929,2023-01-15,Home & Garden,Home Decor,2,670.24,0.0,CT,1340.48,Sunday,January,2023,2023-01,Gold
CUST_010798,ORD_00101898,2023-01-16,Clothing,Jeans,2,44.43,0.0,KY,88.86,Monday,January,2023,2023-01,Gold
CUST_013762,ORD_00103502,2023-01-16,Sports,Outdoor Gear,1,203.99,0.0,MO,203.99,Monday,January,2023,2023-01,Gold
CUST_010612,ORD_00104156,2023-01-16,Home & Garden,Kitchen Appliances,1,491.98,0.0,NY,491.98,Monday,January,2023,2023-01,Gold
CUST_011201,ORD_00103197,2023-01-16,Home & Garden,Furniture,9,236.76,0.0,PA,2130.84,Monday,January,2023,2023-01,Diamond
CUST_013720,ORD_00102164,2023-01-16,Clothing,Mens Shirts,1,247.1,0.0,LA,247.1,Monday,January,2023,2023-01,Silver
CUST_010852,ORD_00104675,2023-01-16,Books,Comics,1,26.08,0.0,MA,26.08,Monday,January,2023,2023-01,Gold
CUST_010938,ORD_00101077,2023-01-16,Sports,Winter Sports,1,138.94,0.0,OH,138.94,Monday,January,2023,2023-01,Gold
CUST_010959,ORD_00103482,2023-01-16,Clothing,Womens Dresses,1,51.04,0.0,CA,51.04,Monday,January,2023,2023-01,Gold
CUST_012577,ORD_00100460,2023-01-17,Clothing,Accessories,4,153.92,0.0,OR,615.68,Tuesday,January,2023,2023-01,Gold
CUST_012180,ORD_00104937,2023-01-17,Electronics,Smart Watches,2,223.41,0.07,UT,415.5426,Tuesday,January,2023,2023-01,Gold
CUST_013765,ORD_00100538,2023-01-17,Electronics,Laptops,1,1375.31,0.0,CA,1375.31,Tuesday,January,2023,2023-01,Gold
CUST_011196,ORD_00100440,2023-01-17,Home & Garden,Bedding,1,544.08,0.39,AZ,331.8888,Tuesday,January,2023,2023-01,Silver
CUST_014608,ORD_00103029,2023-01-17,Beauty,Skincare,4,126.47,0.0,CT,505.88,Tuesday,January,2023,2023-01,Diamond
CUST_012535,ORD_00104751,2023-01-17,Clothing,Jeans,2,279.77,0.42,CA,324.5332,Tuesday,January,2023,2023-01,Silver
CUST_010890,ORD_00100838,2023-01-17,Clothing,Accessories,1,129.85,0.13,AZ,112.9695,Tuesday,January,2023,2023-01,Silver
CUST_014479,ORD_00103205,2023-01-17,Clothing,Womens Dresses,1,115.39,0.06,NJ,108.4666,Tuesday,January,2023,2023-01,Silver
CUST_010917,ORD_00101422,2023-01-17,Beauty,Makeup,2,60.0,0.08,CO,110.4,Tuesday,January,2023,2023-01,Silver
CUST_010969,ORD_00104389,2023-01-18,Clothing,Accessories,3,111.61,0.12,PA,294.6504,Wednesday,January,2023,2023-01,Diamond
CUST_012640,ORD_00101695,2023-01-18,Beauty,Hair Care,1,135.71,0.2,AL,108.568,Wednesday,January,2023,2023-01,Gold
CUST_011022,ORD_00103331,2023-01-18,Sports,Team Sports,1,379.56,0.35,TN,246.714,Wednesday,January,2023,2023-01,Gold
CUST_013672,ORD_00100131,2023-01-18,Electronics,Tablets,1,1060.74,0.0,SC,1060.74,Wednesday,January,2023,2023-01,Gold
CUST_013089,ORD_00104957,2023-01-18,Home & Garden,Furniture,2,752.01,0.0,MO,1504.02,Wednesday,January,2023,2023-01,Gold
CUST_014478,ORD_00101306,2023-01-19,Electronics,Headphones,1,1494.76,0.07,MA,1390.1268,Thursday,January,2023,2023-01,Diamond
CUST_011124,ORD_00103717,2023-01-19,Home & Garden,Kitchen Appliances,1,719.46,0.0,IL,719.46,Thursday,January,2023,2023-01,Gold
CUST_010502,ORD_00103893,2023-01-19,Sports,Outdoor Gear,1,464.0,0.0,OR,464.0,Thursday,January,2023,2023-01,Gold
CUST_013495,ORD_00103123,2023-01-19,Electronics,Laptops,1,1604.97,0.06,CT,1508.6718,Thursday,January,2023,2023-01,Gold
CUST_011203,ORD_00104439,2023-01-19,Home & Garden,Kitchen Appliances,1,187.15,0.0,TN,187.15,Thursday,January,2023,2023-01,Silver
CUST_012725,ORD_00102950,2023-01-19,Books,Comics,2,36.23,0.0,KY,72.46,Thursday,January,2023,2023-01,Silver
CUST_012336,ORD_00101983,2023-01-19,Beauty,Personal Care,1,15.64,0.48,MI,8.1328,Thursday,January,2023,2023-01,Gold
CUST_014707,ORD_00103521,2023-01-19,Beauty,Skincare,2,31.09,0.0,WA,62.18,Thursday,January,2023,2023-01,Gold
CUST_014328,ORD_00101431,2023-01-20,Books,Comics,6,38.24,0.0,FL,229.44,Friday,January,2023,2023-01,Silver
CUST_011915,ORD_00101503,2023-01-20,Home & Garden,Bedding,5,29.48,0.42,GA,85.492,Friday,January,2023,2023-01,Silver
CUST_013931,ORD_00103904,2023-01-20,Beauty,Skincare,1,12.93,0.0,IL,12.93,Friday,January,2023,2023-01,Silver
CUST_013305,ORD_00100708,2023-01-20,Clothing,Womens Dresses,1,49.8,0.07,AL,46.314,Friday,January,2023,2023-01,Silver
CUST_013665,ORD_00102646,2023-01-21,Books,Magazines,1,9.14,0.0,CT,9.14,Saturday,January,2023,2023-01,Silver
CUST_013403,ORD_00102217,2023-01-21,Electronics,Gaming Consoles,1,597.17,0.14,PA,513.5662,Saturday,January,2023,2023-01,Gold
CUST_013868,ORD_00104147,2023-01-21,Books,Children Books,3,51.75,0.0,VA,155.25,Saturday,January,2023,2023-01,Silver
CUST_013863,ORD_00101426,2023-01-21,Books,Comics,1,55.75,0.0,MI,55.75,Saturday,January,2023,2023-01,Silver
CUST_012416,ORD_00100635,2023-01-21,Home & Garden,Home Decor,3,690.9,0.27,IL,1513.071,Saturday,January,2023,2023-01,Gold
CUST_013523,ORD_00102797,2023-01-22,Beauty,Personal Care,1,76.9,0.11,MO,68.441,Sunday,January,2023,2023-01,Gold
CUST_014892,ORD_00100216,2023-01-22,Electronics,Tablets,2,247.19,0.0,PA,494.38,Sunday,January,2023,2023-01,Gold
CUST_014810,ORD_00100158,2023-01-22,Beauty,Hair Care,2,34.26,0.0,LA,68.52,Sunday,January,2023,2023-01,Silver
CUST_011866,ORD_00102105,2023-01-22,Electronics,Smartphones,1,1191.9,0.17,MO,989.277,Sunday,January,2023,2023-01,Gold
CUST_012770,ORD_00100034,2023-01-22,Sports,Winter Sports,1,493.77,0.0,GA,493.77,Sunday,January,2023,2023-01,Gold
CUST_012525,ORD_00101350,2023-01-22,Beauty,Personal Care,2,146.64,0.0,AL,293.28,Sunday,January,2023,2023-01,Silver
CUST_011611,ORD_00104003,2023-01-22,Beauty,Fragrances,3,46.03,0.19,NY,111.8529,Sunday,January,2023,2023-01,Gold
CUST_011526,ORD_00102295,2023-01-23,Books,Comics,2,18.75,0.0,MD,37.5,Monday,January,2023,2023-01,Gold
CUST_011037,ORD_00103507,2023-01-23,Electronics,Laptops,2,1738.01,0.0,SC,3476.02,Monday,January,2023,2023-01,Diamond
CUST_014128,ORD_00101821,2023-01-23,Clothing,Accessories,2,147.9,0.0,PA,295.8,Monday,January,2023,2023-01,Silver
CUST_012644,ORD_00104321,2023-01-23,Beauty,Beauty Tools,1,47.1,0.0,PA,47.1,Monday,January,2023,2023-01,Silver
CUST_013382,ORD_00104217,2023-01-23,Clothing,Mens Shirts,7,85.32,0.0,MN,597.24,Monday,January,2023,2023-01,Gold
CUST_012419,ORD_00100194,2023-01-23,Beauty,Fragrances,3,122.96,0.0,MD,368.88,Monday,January,2023,2023-01,Silver
CUST_010986,ORD_00104866,2023-01-23,Home & Garden,Gardening Tools,2,630.69,0.0,NJ,1261.38,Monday,January,2023,2023-01,Gold
CUST_010516,ORD_00101229,2023-01-23,Clothing,Accessories,2,129.51,0.0,AZ,259.02,Monday,January,2023,2023-01,Gold
CUST_011729,ORD_00104313,2023-01-23,Books,Children Books,1,52.84,0.18,NY,43.3288,Monday,January,2023,2023-01,Silver
CUST_012525,ORD_00100409,2023-01-23,Books,Educational,1,25.43,0.16,MD,21.3612,Monday,January,2023,2023-01,Silver
CUST_011854,ORD_00102908,2023-01-23,Books,Children Books,1,38.2,0.0,IN,38.2,Monday,January,2023,2023-01,Gold
CUST_013349,ORD_00102364,2023-01-24,Home & Garden,Bedding,3,150.9,0.0,MD,452.7,Tuesday,January,2023,2023-01,Gold
CUST_010978,ORD_00104133,2023-01-24,Books,Non-Fiction,3,26.98,0.0,MN,80.94,Tuesday,January,2023,2023-01,Silver
CUST_014809,ORD_00101595,2023-01-24,Sports,Fitness Equipment,1,459.05,0.29,NJ,325.9255,Tuesday,January,2023,2023-01,Silver
CUST_010022,ORD_00104065,2023-01-24,Sports,Fitness Equipment,3,314.07,0.0,LA,942.21,Tuesday,January,2023,2023-01,Gold
CUST_010416,ORD_00104070,2023-01-24,Sports,Winter Sports,1,359.18,0.0,MN,359.18,Tuesday,January,2023,2023-01,Silver
CUST_013684,ORD_00103194,2023-01-24,Books,Magazines,1,37.38,0.0,AL,37.38,Tuesday,January,2023,2023-01,Silver
CUST_012560,ORD_00101074,2023-01-24,Sports,Team Sports,2,418.42,0.0,OH,836.84,Tuesday,January,2023,2023-01,Gold
CUST_011243,ORD_00102844,2023-01-24,Sports,Winter Sports,1,331.82,0.0,GA,331.82,Tuesday,January,2023,2023-01,Gold
CUST_010943,ORD_00100500,2023-01-24,Home & Garden,Storage,1,442.68,0.0,KY,442.68,Tuesday,January,2023,2023-01,Gold
CUST_012470,ORD_00102214,2023-01-25,Clothing,Sportswear,1,242.29,0.09,NC,220.4839,Wednesday,January,2023,2023-01,Gold
CUST_010969,ORD_00101053,2023-01-25,Books,Magazines,4,55.12,0.16,OH,185.2032,Wednesday,January,2023,2023-01,Diamond
CUST_011565,ORD_00102775,2023-01-25,Electronics,Smartphones,1,800.86,0.0,OH,800.86,Wednesday,January,2023,2023-01,Gold
CUST_014611,ORD_00102796,2023-01-25,Books,Children Books,1,58.57,0.0,SC,58.57,Wednesday,January,2023,2023-01,Silver
CUST_011231,ORD_00101891,2023-01-25,Sports,Water Sports,1,417.61,0.0,OK,417.61,Wednesday,January,2023,2023-01,Gold
CUST_014264,ORD_00102652,2023-01-25,Books,Educational,2,35.85,0.26,GA,53.058,Wednesday,January,2023,2023-01,Silver
CUST_014828,ORD_00103354,2023-01-26,Electronics,Smartphones,3,1811.38,0.0,MD,5434.14,Thursday,January,2023,2023-01,Diamond
CUST_010298,ORD_00103677,2023-01-26,Clothing,Shoes,1,231.73,0.08,PA,213.1916,Thursday,January,2023,2023-01,Silver
CUST_012826,ORD_00100496,2023-01-26,Books,Fiction,1,38.69,0.0,UT,38.69,Thursday,January,2023,2023-01,Silver
CUST_010913,ORD_00100000,2023-01-26,Beauty,Hair Care,1,143.1,0.0,PA,143.1,Thursday,January,2023,2023-01,Silver
CUST_012929,ORD_00104979,2023-01-26,Electronics,Gaming Consoles,3,506.35,0.0,CT,1519.05,Thursday,January,2023,2023-01,Diamond
CUST_012693,ORD_00101394,2023-01-27,Home & Garden,Storage,6,795.96,0.28,VA,3438.5472,Friday,January,2023,2023-01,Diamond
CUST_012052,ORD_00100157,2023-01-27,Electronics,Laptops,4,1407.15,0.46,MD,3039.444,Friday,January,2023,2023-01,Gold
CUST_013517,ORD_00103393,2023-01-27,Home & Garden,Gardening Tools,6,647.97,0.0,PA,3887.82,Friday,January,2023,2023-01,Diamond
CUST_014956,ORD_00103067,2023-01-27,Beauty,Makeup,1,24.33,0.33,MN,16.3011,Friday,January,2023,2023-01,Gold
CUST_011280,ORD_00103324,2023-01-27,Clothing,Shoes,3,259.81,0.36,VA,498.8352,Friday,January,2023,2023-01,Gold
CUST_014561,ORD_00100240,2023-01-27,Sports,Cycling,2,355.48,0.09,IL,646.9736,Friday,January,2023,2023-01,Gold
CUST_013829,ORD_00103072,2023-01-27,Electronics,Smart Watches,3,377.83,0.0,MN,1133.49,Friday,January,2023,2023-01,Gold
CUST_014844,ORD_00102150,2023-01-27,Electronics,Smart Watches,1,1882.16,0.0,NJ,1882.16,Friday,January,2023,2023-01,Gold
CUST_011097,ORD_00104602,2023-01-28,Beauty,Fragrances,6,20.65,0.0,WA,123.9,Saturday,January,2023,2023-01,Diamond
CUST_011710,ORD_00103108,2023-01-28,Electronics,Smart Watches,1,764.77,0.0,LA,764.77,Saturday,January,2023,2023-01,Gold
